measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
24996,125,S1,585.0,20.482,20.22
24997,125,S1,588.0,20.420,20.22
24998,125,S1,591.0,20.414,20.22
24999,125,S1,594.0,20.336,20.22
25000,125,S1,597.0,20.456,20.22
25001,126,S2,0.0,80.111,21.14
25002,126,S2,3.0,79.202,21.14
25003,126,S2,6.0,78.326,21.14
25004,126,S2,9.0,77.452,21.14
25005,126,S2,12.0,76.607,21.14
25006,126,S2,15.0,75.836,21.14
25007,126,S2,18.0,75.088,21.14
25008,126,S2,21.0,74.292,21.14
25009,126,S2,24.0,73.357,21.14
25010,126,S2,27.0,72.782,21.14
25011,126,S2,30.0,71.969,21.14
25012,126,S2,33.0,71.188,21.14
25013,126,S2,36.0,70.539,21.14
25014,126,S2,39.0,69.734,21.14
25015,126,S2,42.0,69.010,21.14
25016,126,S2,45.0,68.347,21.14
25017,126,S2,48.0,67.594,21.14
25018,126,S2,51.0,66.886,21.14
25019,126,S2,54.0,66.267,21.14
25020,126,S2,57.0,65.589,21.14
25021,126,S2,60.0,64.880,21.14
25022,126,S2,63.0,64.290,21.14
25023,126,S2,66.0,63.580,21.14
25024,126,S2,69.0,62.968,21.14
25025,126,S2,72.0,62.356,21.14
25026,126,S2,75.0,61.700,21.14
25027,126,S2,78.0,61.203,21.14
25028,126,S2,81.0,60.551,21.14
25029,126,S2,84.0,60.124,21.14
25030,126,S2,87.0,59.439,21.14
25031,126,S2,90.0,58.798,21.14
25032,126,S2,93.0,58.320,21.14
25033,126,S2,96.0,57.731,21.14
25034,126,S2,99.0,57.241,21.14
25035,126,S2,102.0,56.677,21.14
25036,126,S2,105.0,56.113,21.14
25037,126,S2,108.0,55.611,21.14
25038,126,S2,111.0,55.005,21.14
25039,126,S2,114.0,54.639,21.14
25040,126,S2,117.0,54.063,21.14
25041,126,S2,120.0,53.586,21.14
25042,126,S2,123.0,53.149,21.14
25043,126,S2,126.0,52.642,21.14
25044,126,S2,129.0,52.126,21.14
25045,126,S2,132.0,51.692,21.14
25046,126,S2,135.0,51.289,21.14
25047,126,S2,138.0,50.802,21.14
25048,126,S2,141.0,50.390,21.14
25049,126,S2,144.0,49.943,21.14
25050,126,S2,147.0,49.518,21.14
25051,126,S2,150.0,49.040,21.14
25052,126,S2,153.0,48.734,21.14
25053,126,S2,156.0,48.364,21.14
25054,126,S2,159.0,47.850,21.14
25055,126,S2,162.0,47.457,21.14
25056,126,S2,165.0,47.103,21.14
25057,126,S2,168.0,46.726,21.14
25058,126,S2,171.0,46.395,21.14
25059,126,S2,174.0,45.958,21.14
25060,126,S2,177.0,45.711,21.14
25061,126,S2,180.0,45.214,21.14
25062,126,S2,183.0,44.858,21.14
25063,126,S2,186.0,44.498,21.14
25064,126,S2,189.0,44.221,21.14
25065,126,S2,192.0,43.867,21.14
25066,126,S2,195.0,43.511,21.14
25067,126,S2,198.0,43.099,21.14
25068,126,S2,201.0,42.865,21.14
25069,126,S2,204.0,42.527,21.14
25070,126,S2,207.0,42.299,21.14
25071,126,S2,210.0,42.004,21.14
25072,126,S2,213.0,41.631,21.14
25073,126,S2,216.0,41.304,21.14
25074,126,S2,219.0,40.956,21.14
25075,126,S2,222.0,40.631,21.14
25076,126,S2,225.0,40.404,21.14
25077,126,S2,228.0,40.061,21.14
25078,126,S2,231.0,39.789,21.14
25079,126,S2,234.0,39.444,21.14
25080,126,S2,237.0,39.338,21.14
25081,126,S2,240.0,38.955,21.14
25082,126,S2,243.0,38.789,21.14
25083,126,S2,246.0,38.533,21.14
25084,126,S2,249.0,38.117,21.14
25085,126,S2,252.0,38.027,21.14
25086,126,S2,255.0,37.758,21.14
25087,126,S2,258.0,37.457,21.14
25088,126,S2,261.0,37.319,21.14
25089,126,S2,264.0,37.050,21.14
25090,126,S2,267.0,36.767,21.14
25091,126,S2,270.0,36.565,21.14
25092,126,S2,273.0,36.258,21.14
25093,126,S2,276.0,36.016,21.14
25094,126,S2,279.0,35.883,21.14
25095,126,S2,282.0,35.636,21.14
25096,126,S2,285.0,35.439,21.14
25097,126,S2,288.0,35.268,21.14
25098,126,S2,291.0,35.039,21.14
25099,126,S2,294.0,34.789,21.14
25100,126,S2,297.0,34.743,21.14
25101,126,S2,300.0,34.425,21.14
25102,126,S2,303.0,34.168,21.14
25103,126,S2,306.0,34.008,21.14
25104,126,S2,309.0,33.897,21.14
25105,126,S2,312.0,33.624,21.14
25106,126,S2,315.0,33.519,21.14
25107,126,S2,318.0,33.295,21.14
25108,126,S2,321.0,33.121,21.14
25109,126,S2,324.0,32.857,21.14
25110,126,S2,327.0,32.819,21.14
25111,126,S2,330.0,32.633,21.14
25112,126,S2,333.0,32.342,21.14
25113,126,S2,336.0,32.273,21.14
25114,126,S2,339.0,32.067,21.14
25115,126,S2,342.0,31.938,21.14
25116,126,S2,345.0,31.741,21.14
25117,126,S2,348.0,31.607,21.14
25118,126,S2,351.0,31.410,21.14
25119,126,S2,354.0,31.303,21.14
25120,126,S2,357.0,31.099,21.14
25121,126,S2,360.0,30.950,21.14
25122,126,S2,363.0,30.805,21.14
25123,126,S2,366.0,30.730,21.14
25124,126,S2,369.0,30.570,21.14
25125,126,S2,372.0,30.351,21.14
25126,126,S2,375.0,30.364,21.14
25127,126,S2,378.0,30.178,21.14
25128,126,S2,381.0,29.994,21.14
25129,126,S2,384.0,29.751,21.14
25130,126,S2,387.0,29.790,21.14
25131,126,S2,390.0,29.600,21.14
25132,126,S2,393.0,29.513,21.14
25133,126,S2,396.0,29.283,21.14
25134,126,S2,399.0,29.281,21.14
25135,126,S2,402.0,29.134,21.14
25136,126,S2,405.0,28.935,21.14
25137,126,S2,408.0,28.835,21.14
25138,126,S2,411.0,28.762,21.14
25139,126,S2,414.0,28.621,21.14
25140,126,S2,417.0,28.534,21.14
25141,126,S2,420.0,28.467,21.14
25142,126,S2,423.0,28.471,21.14
25143,126,S2,426.0,28.235,21.14
25144,126,S2,429.0,28.118,21.14
25145,126,S2,432.0,28.124,21.14
25146,126,S2,435.0,27.987,21.14
25147,126,S2,438.0,27.839,21.14
25148,126,S2,441.0,27.785,21.14
25149,126,S2,444.0,27.540,21.14
25150,126,S2,447.0,27.486,21.14
25151,126,S2,450.0,27.393,21.14
25152,126,S2,453.0,27.325,21.14
25153,126,S2,456.0,27.296,21.14
25154,126,S2,459.0,27.176,21.14
25155,126,S2,462.0,27.033,21.14
25156,126,S2,465.0,26.982,21.14
25157,126,S2,468.0,26.902,21.14
25158,126,S2,471.0,26.848,21.14
25159,126,S2,474.0,26.727,21.14
25160,126,S2,477.0,26.686,21.14
25161,126,S2,480.0,26.658,21.14
25162,126,S2,483.0,26.571,21.14
25163,126,S2,486.0,26.326,21.14
25164,126,S2,489.0,26.282,21.14
25165,126,S2,492.0,26.210,21.14
25166,126,S2,495.0,26.170,21.14
25167,126,S2,498.0,26.076,21.14
25168,126,S2,501.0,26.054,21.14
25169,126,S2,504.0,25.985,21.14
25170,126,S2,507.0,25.929,21.14
25171,126,S2,510.0,25.845,21.14
25172,126,S2,513.0,25.665,21.14
25173,126,S2,516.0,25.577,21.14
25174,126,S2,519.0,25.507,21.14
25175,126,S2,522.0,25.496,21.14
25176,126,S2,525.0,25.488,21.14
25177,126,S2,528.0,25.368,21.14
25178,126,S2,531.0,25.375,21.14
25179,126,S2,534.0,25.341,21.14
25180,126,S2,537.0,25.236,21.14
25181,126,S2,540.0,25.220,21.14
25182,126,S2,543.0,25.160,21.14
25183,126,S2,546.0,25.011,21.14
25184,126,S2,549.0,24.954,21.14
25185,126,S2,552.0,24.966,21.14
25186,126,S2,555.0,24.785,21.14
25187,126,S2,558.0,24.779,21.14
25188,126,S2,561.0,24.796,21.14
25189,126,S2,564.0,24.766,21.14
25190,126,S2,567.0,24.562,21.14
25191,126,S2,570.0,24.654,21.14
25192,126,S2,573.0,24.589,21.14
25193,126,S2,576.0,24.404,21.14
25194,126,S2,579.0,24.472,21.14
25195,126,S2,582.0,24.424,21.14
25196,126,S2,585.0,24.351,21.14
25197,126,S2,588.0,24.348,21.14
25198,126,S2,591.0,24.221,21.14
25199,126,S2,594.0,24.157,21.14
25200,126,S2,597.0,24.196,21.14
25201,127,S3,0.0,92.519,22.70
25202,127,S3,3.0,91.471,22.70
25203,127,S3,6.0,90.375,22.70
25204,127,S3,9.0,89.310,22.70
25205,127,S3,12.0,88.283,22.70
25206,127,S3,15.0,87.223,22.70
25207,127,S3,18.0,86.220,22.70
25208,127,S3,21.0,85.115,22.70
25209,127,S3,24.0,84.239,22.70
25210,127,S3,27.0,83.265,22.70
25211,127,S3,30.0,82.312,22.70
25212,127,S3,33.0,81.397,22.70
25213,127,S3,36.0,80.553,22.70
25214,127,S3,39.0,79.476,22.70
25215,127,S3,42.0,78.623,22.70
25216,127,S3,45.0,77.777,22.70
25217,127,S3,48.0,76.897,22.70
25218,127,S3,51.0,76.129,22.70
25219,127,S3,54.0,75.215,22.70
25220,127,S3,57.0,74.317,22.70
25221,127,S3,60.0,73.532,22.70
25222,127,S3,63.0,72.751,22.70
25223,127,S3,66.0,71.946,22.70
25224,127,S3,69.0,71.240,22.70
25225,127,S3,72.0,70.497,22.70
25226,127,S3,75.0,69.725,22.70
25227,127,S3,78.0,68.895,22.70
25228,127,S3,81.0,68.207,22.70
25229,127,S3,84.0,67.369,22.70
25230,127,S3,87.0,66.838,22.70
25231,127,S3,90.0,65.955,22.70
25232,127,S3,93.0,65.452,22.70
25233,127,S3,96.0,64.723,22.70
25234,127,S3,99.0,64.071,22.70
25235,127,S3,102.0,63.418,22.70
25236,127,S3,105.0,62.786,22.70
25237,127,S3,108.0,62.055,22.70
25238,127,S3,111.0,61.532,22.70
25239,127,S3,114.0,60.880,22.70
25240,127,S3,117.0,60.379,22.70
