measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
59989,300,S4,564.0,26.064,22.36
59990,300,S4,567.0,26.095,22.36
59991,300,S4,570.0,26.057,22.36
59992,300,S4,573.0,26.082,22.36
59993,300,S4,576.0,25.930,22.36
59994,300,S4,579.0,25.991,22.36
59995,300,S4,582.0,25.866,22.36
59996,300,S4,585.0,25.775,22.36
59997,300,S4,588.0,25.817,22.36
59998,300,S4,591.0,25.738,22.36
59999,300,S4,594.0,25.760,22.36
60000,300,S4,597.0,25.653,22.36
60001,301,S1,0.0,87.071,20.60
60002,301,S1,3.0,85.439,20.60
60003,301,S1,6.0,83.756,20.60
60004,301,S1,9.0,82.128,20.60
60005,301,S1,12.0,80.597,20.60
60006,301,S1,15.0,79.027,20.60
60007,301,S1,18.0,77.576,20.60
60008,301,S1,21.0,76.094,20.60
60009,301,S1,24.0,74.654,20.60
60010,301,S1,27.0,73.233,20.60
60011,301,S1,30.0,71.846,20.60
60012,301,S1,33.0,70.639,20.60
60013,301,S1,36.0,69.272,20.60
60014,301,S1,39.0,68.100,20.60
60015,301,S1,42.0,66.891,20.60
60016,301,S1,45.0,65.741,20.60
60017,301,S1,48.0,64.515,20.60
60018,301,S1,51.0,63.427,20.60
60019,301,S1,54.0,62.342,20.60
60020,301,S1,57.0,61.287,20.60
60021,301,S1,60.0,60.280,20.60
60022,301,S1,63.0,59.178,20.60
60023,301,S1,66.0,58.262,20.60
60024,301,S1,69.0,57.346,20.60
60025,301,S1,72.0,56.361,20.60
60026,301,S1,75.0,55.437,20.60
60027,301,S1,78.0,54.554,20.60
60028,301,S1,81.0,53.806,20.60
60029,301,S1,84.0,52.866,20.60
60030,301,S1,87.0,51.975,20.60
60031,301,S1,90.0,51.130,20.60
60032,301,S1,93.0,50.396,20.60
60033,301,S1,96.0,49.651,20.60
60034,301,S1,99.0,48.966,20.60
60035,301,S1,102.0,48.084,20.60
60036,301,S1,105.0,47.443,20.60
60037,301,S1,108.0,46.820,20.60
60038,301,S1,111.0,45.981,20.60
60039,301,S1,114.0,45.470,20.60
60040,301,S1,117.0,44.846,20.60
60041,301,S1,120.0,44.166,20.60
60042,301,S1,123.0,43.720,20.60
60043,301,S1,126.0,43.073,20.60
60044,301,S1,129.0,42.563,20.60
60045,301,S1,132.0,41.842,20.60
60046,301,S1,135.0,41.260,20.60
60047,301,S1,138.0,40.777,20.60
60048,301,S1,141.0,40.295,20.60
60049,301,S1,144.0,39.825,20.60
60050,301,S1,147.0,39.309,20.60
60051,301,S1,150.0,38.776,20.60
60052,301,S1,153.0,38.410,20.60
60053,301,S1,156.0,37.903,20.60
60054,301,S1,159.0,37.444,20.60
60055,301,S1,162.0,37.066,20.60
60056,301,S1,165.0,36.592,20.60
60057,301,S1,168.0,36.230,20.60
60058,301,S1,171.0,35.819,20.60
60059,301,S1,174.0,35.435,20.60
60060,301,S1,177.0,35.011,20.60
60061,301,S1,180.0,34.621,20.60
60062,301,S1,183.0,34.295,20.60
60063,301,S1,186.0,33.982,20.60
60064,301,S1,189.0,33.651,20.60
60065,301,S1,192.0,33.399,20.60
60066,301,S1,195.0,32.914,20.60
60067,301,S1,198.0,32.716,20.60
60068,301,S1,201.0,32.324,20.60
60069,301,S1,204.0,32.023,20.60
60070,301,S1,207.0,31.822,20.60
60071,301,S1,210.0,31.499,20.60
60072,301,S1,213.0,31.215,20.60
60073,301,S1,216.0,30.981,20.60
60074,301,S1,219.0,30.628,20.60
60075,301,S1,222.0,30.463,20.60
60076,301,S1,225.0,30.141,20.60
60077,301,S1,228.0,29.831,20.60
60078,301,S1,231.0,29.700,20.60
60079,301,S1,234.0,29.443,20.60
60080,301,S1,237.0,29.240,20.60
60081,301,S1,240.0,29.051,20.60
60082,301,S1,243.0,28.785,20.60
60083,301,S1,246.0,28.571,20.60
60084,301,S1,249.0,28.357,20.60
60085,301,S1,252.0,28.184,20.60
60086,301,S1,255.0,28.062,20.60
60087,301,S1,258.0,27.747,20.60
60088,301,S1,261.0,27.656,20.60
60089,301,S1,264.0,27.499,20.60
60090,301,S1,267.0,27.164,20.60
60091,301,S1,270.0,27.091,20.60
60092,301,S1,273.0,26.938,20.60
60093,301,S1,276.0,26.747,20.60
60094,301,S1,279.0,26.572,20.60
60095,301,S1,282.0,26.403,20.60
60096,301,S1,285.0,26.278,20.60
60097,301,S1,288.0,26.130,20.60
60098,301,S1,291.0,26.066,20.60
60099,301,S1,294.0,25.811,20.60
60100,301,S1,297.0,25.788,20.60
60101,301,S1,300.0,25.607,20.60
60102,301,S1,303.0,25.554,20.60
60103,301,S1,306.0,25.283,20.60
60104,301,S1,309.0,25.191,20.60
60105,301,S1,312.0,25.166,20.60
60106,301,S1,315.0,24.935,20.60
