measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
1,1,S1,0.0,84.402,21.18
2,1,S1,3.0,82.751,21.18
3,1,S1,6.0,80.937,21.18
4,1,S1,9.0,79.312,21.18
5,1,S1,12.0,77.619,21.18
6,1,S1,15.0,76.108,21.18
7,1,S1,18.0,74.524,21.18
8,1,S1,21.0,73.008,21.18
9,1,S1,24.0,71.521,21.18
10,1,S1,27.0,70.142,21.18
11,1,S1,30.0,68.731,21.18
12,1,S1,33.0,67.404,21.18
13,1,S1,36.0,66.098,21.18
14,1,S1,39.0,64.838,21.18
15,1,S1,42.0,63.668,21.18
16,1,S1,45.0,62.475,21.18
17,1,S1,48.0,61.315,21.18
18,1,S1,51.0,60.227,21.18
19,1,S1,54.0,59.145,21.18
20,1,S1,57.0,57.953,21.18
21,1,S1,60.0,56.962,21.18
22,1,S1,63.0,55.982,21.18
23,1,S1,66.0,55.028,21.18
24,1,S1,69.0,53.997,21.18
25,1,S1,72.0,53.119,21.18
26,1,S1,75.0,52.120,21.18
27,1,S1,78.0,51.213,21.18
28,1,S1,81.0,50.523,21.18
29,1,S1,84.0,49.683,21.18
30,1,S1,87.0,48.895,21.18
31,1,S1,90.0,48.132,21.18
32,1,S1,93.0,47.384,21.18
33,1,S1,96.0,46.563,21.18
34,1,S1,99.0,45.861,21.18
35,1,S1,102.0,45.161,21.18
36,1,S1,105.0,44.554,21.18
37,1,S1,108.0,43.889,21.18
38,1,S1,111.0,43.209,21.18
39,1,S1,114.0,42.582,21.18
40,1,S1,117.0,41.963,21.18
41,1,S1,120.0,41.487,21.18
42,1,S1,123.0,40.761,21.18
43,1,S1,126.0,40.205,21.18
44,1,S1,129.0,39.707,21.18
45,1,S1,132.0,39.204,21.18
46,1,S1,135.0,38.781,21.18
47,1,S1,138.0,38.227,21.18
48,1,S1,141.0,37.703,21.18
49,1,S1,144.0,37.355,21.18
50,1,S1,147.0,36.764,21.18
51,1,S1,150.0,36.437,21.18
52,1,S1,153.0,36.002,21.18
53,1,S1,156.0,35.568,21.18
54,1,S1,159.0,35.070,21.18
55,1,S1,162.0,34.809,21.18
56,1,S1,165.0,34.352,21.18
57,1,S1,168.0,34.097,21.18
58,1,S1,171.0,33.557,21.18
59,1,S1,174.0,33.407,21.18
60,1,S1,177.0,32.970,21.18
61,1,S1,180.0,32.698,21.18
62,1,S1,183.0,32.385,21.18
63,1,S1,186.0,31.963,21.18
64,1,S1,189.0,31.824,21.18
65,1,S1,192.0,31.366,21.18
66,1,S1,195.0,31.120,21.18
67,1,S1,198.0,30.760,21.18
68,1,S1,201.0,30.469,21.18
69,1,S1,204.0,30.340,21.18
70,1,S1,207.0,29.958,21.18
71,1,S1,210.0,29.734,21.18
72,1,S1,213.0,29.509,21.18
73,1,S1,216.0,29.311,21.18
74,1,S1,219.0,29.102,21.18
75,1,S1,222.0,28.888,21.18
76,1,S1,225.0,28.641,21.18
77,1,S1,228.0,28.442,21.18
78,1,S1,231.0,28.222,21.18
79,1,S1,234.0,28.077,21.18
80,1,S1,237.0,27.917,21.18
81,1,S1,240.0,27.607,21.18
82,1,S1,243.0,27.505,21.18
83,1,S1,246.0,27.326,21.18
84,1,S1,249.0,27.084,21.18
85,1,S1,252.0,27.072,21.18
86,1,S1,255.0,26.829,21.18
87,1,S1,258.0,26.657,21.18
88,1,S1,261.0,26.446,21.18
89,1,S1,264.0,26.294,21.18
90,1,S1,267.0,26.144,21.18
91,1,S1,270.0,26.046,21.18
92,1,S1,273.0,25.867,21.18
93,1,S1,276.0,25.825,21.18
94,1,S1,279.0,25.654,21.18
95,1,S1,282.0,25.400,21.18
96,1,S1,285.0,25.422,21.18
97,1,S1,288.0,25.285,21.18
98,1,S1,291.0,25.214,21.18
99,1,S1,294.0,25.108,21.18
100,1,S1,297.0,24.942,21.18
101,1,S1,300.0,24.888,21.18
102,1,S1,303.0,24.730,21.18
103,1,S1,306.0,24.614,21.18
104,1,S1,309.0,24.515,21.18
105,1,S1,312.0,24.391,21.18
106,1,S1,315.0,24.302,21.18
107,1,S1,318.0,24.217,21.18
108,1,S1,321.0,24.197,21.18
109,1,S1,324.0,24.056,21.18
110,1,S1,327.0,24.035,21.18
111,1,S1,330.0,23.972,21.18
112,1,S1,333.0,23.905,21.18
113,1,S1,336.0,23.725,21.18
114,1,S1,339.0,23.655,21.18
115,1,S1,342.0,23.617,21.18
116,1,S1,345.0,23.618,21.18
117,1,S1,348.0,23.591,21.18
