measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
39993,200,S4,576.0,22.908,21.42
39994,200,S4,579.0,22.883,21.42
39995,200,S4,582.0,22.823,21.42
39996,200,S4,585.0,22.814,21.42
39997,200,S4,588.0,22.720,21.42
39998,200,S4,591.0,22.766,21.42
39999,200,S4,594.0,22.707,21.42
40000,200,S4,597.0,22.724,21.42
40001,201,S1,0.0,76.086,22.10
40002,201,S1,3.0,75.214,22.10
40003,201,S1,6.0,74.403,22.10
40004,201,S1,9.0,73.451,22.10
40005,201,S1,12.0,72.609,22.10
40006,201,S1,15.0,71.819,22.10
40007,201,S1,18.0,70.932,22.10
40008,201,S1,21.0,70.186,22.10
40009,201,S1,24.0,69.467,22.10
40010,201,S1,27.0,68.551,22.10
40011,201,S1,30.0,67.811,22.10
40012,201,S1,33.0,67.116,22.10
40013,201,S1,36.0,66.301,22.10
40014,201,S1,39.0,65.555,22.10
40015,201,S1,42.0,64.961,22.10
40016,201,S1,45.0,64.254,22.10
40017,201,S1,48.0,63.548,22.10
40018,201,S1,51.0,62.780,22.10
40019,201,S1,54.0,62.217,22.10
40020,201,S1,57.0,61.521,22.10
40021,201,S1,60.0,60.975,22.10
40022,201,S1,63.0,60.195,22.10
40023,201,S1,66.0,59.564,22.10
40024,201,S1,69.0,59.043,22.10
40025,201,S1,72.0,58.418,22.10
40026,201,S1,75.0,57.836,22.10
40027,201,S1,78.0,57.193,22.10
40028,201,S1,81.0,56.691,22.10
40029,201,S1,84.0,56.014,22.10
40030,201,S1,87.0,55.532,22.10
40031,201,S1,90.0,55.006,22.10
40032,201,S1,93.0,54.512,22.10
40033,201,S1,96.0,53.857,22.10
40034,201,S1,99.0,53.334,22.10
40035,201,S1,102.0,52.884,22.10
40036,201,S1,105.0,52.352,22.10
40037,201,S1,108.0,51.801,22.10
40038,201,S1,111.0,51.350,22.10
40039,201,S1,114.0,50.916,22.10
40040,201,S1,117.0,50.366,22.10
40041,201,S1,120.0,49.931,22.10
40042,201,S1,123.0,49.480,22.10
40043,201,S1,126.0,49.051,22.10
40044,201,S1,129.0,48.494,22.10
40045,201,S1,132.0,48.178,22.10
40046,201,S1,135.0,47.695,22.10
40047,201,S1,138.0,47.366,22.10
40048,201,S1,141.0,46.938,22.10
40049,201,S1,144.0,46.531,22.10
40050,201,S1,147.0,46.016,22.10
40051,201,S1,150.0,45.707,22.10
40052,201,S1,153.0,45.335,22.10
40053,201,S1,156.0,44.956,22.10
40054,201,S1,159.0,44.657,22.10
40055,201,S1,162.0,44.133,22.10
40056,201,S1,165.0,43.804,22.10
40057,201,S1,168.0,43.538,22.10
40058,201,S1,171.0,43.280,22.10
40059,201,S1,174.0,42.721,22.10
40060,201,S1,177.0,42.478,22.10
40061,201,S1,180.0,42.124,22.10
40062,201,S1,183.0,41.803,22.10
40063,201,S1,186.0,41.414,22.10
40064,201,S1,189.0,41.142,22.10
40065,201,S1,192.0,40.909,22.10
40066,201,S1,195.0,40.528,22.10
40067,201,S1,198.0,40.315,22.10
40068,201,S1,201.0,39.885,22.10
40069,201,S1,204.0,39.685,22.10
40070,201,S1,207.0,39.319,22.10
40071,201,S1,210.0,39.043,22.10
40072,201,S1,213.0,38.737,22.10
40073,201,S1,216.0,38.519,22.10
40074,201,S1,219.0,38.228,22.10
40075,201,S1,222.0,37.985,22.10
40076,201,S1,225.0,37.699,22.10
40077,201,S1,228.0,37.465,22.10
40078,201,S1,231.0,37.159,22.10
40079,201,S1,234.0,37.047,22.10
40080,201,S1,237.0,36.769,22.10
40081,201,S1,240.0,36.494,22.10
40082,201,S1,243.0,36.269,22.10
40083,201,S1,246.0,36.025,22.10
40084,201,S1,249.0,35.749,22.10
40085,201,S1,252.0,35.526,22.10
40086,201,S1,255.0,35.365,22.10
40087,201,S1,258.0,35.093,22.10
40088,201,S1,261.0,34.932,22.10
40089,201,S1,264.0,34.736,22.10
40090,201,S1,267.0,34.432,22.10
40091,201,S1,270.0,34.256,22.10
40092,201,S1,273.0,34.139,22.10
40093,201,S1,276.0,33.909,22.10
