measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
64988,325,S1,561.0,21.952,21.73
64989,325,S1,564.0,21.981,21.73
64990,325,S1,567.0,22.084,21.73
64991,325,S1,570.0,21.992,21.73
64992,325,S1,573.0,22.072,21.73
64993,325,S1,576.0,21.920,21.73
64994,325,S1,579.0,21.942,21.73
64995,325,S1,582.0,21.998,21.73
64996,325,S1,585.0,21.896,21.73
64997,325,S1,588.0,21.908,21.73
64998,325,S1,591.0,22.036,21.73
64999,325,S1,594.0,21.933,21.73
65000,325,S1,597.0,21.910,21.73
65001,326,S2,0.0,80.449,20.07
65002,326,S2,3.0,79.070,20.07
65003,326,S2,6.0,77.672,20.07
65004,326,S2,9.0,76.367,20.07
65005,326,S2,12.0,75.037,20.07
65006,326,S2,15.0,73.662,20.07
65007,326,S2,18.0,72.390,20.07
65008,326,S2,21.0,71.169,20.07
65009,326,S2,24.0,70.023,20.07
65010,326,S2,27.0,68.807,20.07
65011,326,S2,30.0,67.649,20.07
65012,326,S2,33.0,66.500,20.07
65013,326,S2,36.0,65.363,20.07
65014,326,S2,39.0,64.262,20.07
65015,326,S2,42.0,63.329,20.07
65016,326,S2,45.0,62.327,20.07
65017,326,S2,48.0,61.269,20.07
65018,326,S2,51.0,60.307,20.07
65019,326,S2,54.0,59.381,20.07
65020,326,S2,57.0,58.251,20.07
65021,326,S2,60.0,57.468,20.07
65022,326,S2,63.0,56.676,20.07
65023,326,S2,66.0,55.694,20.07
65024,326,S2,69.0,54.883,20.07
65025,326,S2,72.0,54.029,20.07
65026,326,S2,75.0,53.260,20.07
65027,326,S2,78.0,52.542,20.07
65028,326,S2,81.0,51.716,20.07
65029,326,S2,84.0,50.928,20.07
65030,326,S2,87.0,50.346,20.07
65031,326,S2,90.0,49.570,20.07
65032,326,S2,93.0,48.823,20.07
65033,326,S2,96.0,48.214,20.07
65034,326,S2,99.0,47.418,20.07
65035,326,S2,102.0,46.834,20.07
65036,326,S2,105.0,46.200,20.07
65037,326,S2,108.0,45.535,20.07
65038,326,S2,111.0,45.015,20.07
65039,326,S2,114.0,44.425,20.07
65040,326,S2,117.0,43.794,20.07
65041,326,S2,120.0,43.200,20.07
65042,326,S2,123.0,42.749,20.07
65043,326,S2,126.0,42.315,20.07
65044,326,S2,129.0,41.676,20.07
65045,326,S2,132.0,41.147,20.07
65046,326,S2,135.0,40.623,20.07
65047,326,S2,138.0,40.148,20.07
65048,326,S2,141.0,39.635,20.07
65049,326,S2,144.0,39.189,20.07
65050,326,S2,147.0,38.716,20.07
65051,326,S2,150.0,38.260,20.07
65052,326,S2,153.0,37.812,20.07
65053,326,S2,156.0,37.449,20.07
65054,326,S2,159.0,36.955,20.07
65055,326,S2,162.0,36.683,20.07
65056,326,S2,165.0,36.231,20.07
65057,326,S2,168.0,35.818,20.07
65058,326,S2,171.0,35.533,20.07
65059,326,S2,174.0,35.072,20.07
65060,326,S2,177.0,34.869,20.07
65061,326,S2,180.0,34.407,20.07
65062,326,S2,183.0,34.164,20.07
65063,326,S2,186.0,33.798,20.07
65064,326,S2,189.0,33.454,20.07
65065,326,S2,192.0,33.067,20.07
65066,326,S2,195.0,32.805,20.07
65067,326,S2,198.0,32.440,20.07
65068,326,S2,201.0,32.298,20.07
65069,326,S2,204.0,31.859,20.07
65070,326,S2,207.0,31.597,20.07
65071,326,S2,210.0,31.387,20.07
65072,326,S2,213.0,31.020,20.07
65073,326,S2,216.0,30.870,20.07
65074,326,S2,219.0,30.637,20.07
65075,326,S2,222.0,30.444,20.07
65076,326,S2,225.0,30.094,20.07
65077,326,S2,228.0,29.836,20.07
65078,326,S2,231.0,29.682,20.07
65079,326,S2,234.0,29.431,20.07
65080,326,S2,237.0,29.144,20.07
65081,326,S2,240.0,28.944,20.07
65082,326,S2,243.0,28.779,20.07
65083,326,S2,246.0,28.503,20.07
65084,326,S2,249.0,28.374,20.07
65085,326,S2,252.0,28.202,20.07
65086,326,S2,255.0,27.968,20.07
65087,326,S2,258.0,27.703,20.07
65088,326,S2,261.0,27.603,20.07
