measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
69987,350,S2,558.0,21.881,21.35
69988,350,S2,561.0,21.777,21.35
69989,350,S2,564.0,21.782,21.35
69990,350,S2,567.0,21.680,21.35
69991,350,S2,570.0,21.731,21.35
69992,350,S2,573.0,21.692,21.35
69993,350,S2,576.0,21.782,21.35
69994,350,S2,579.0,21.781,21.35
69995,350,S2,582.0,21.777,21.35
69996,350,S2,585.0,21.658,21.35
69997,350,S2,588.0,21.848,21.35
69998,350,S2,591.0,21.602,21.35
69999,350,S2,594.0,21.686,21.35
70000,350,S2,597.0,21.726,21.35
70001,351,S3,0.0,94.235,20.85
70002,351,S3,3.0,91.900,20.85
70003,351,S3,6.0,89.545,20.85
70004,351,S3,9.0,87.439,20.85
70005,351,S3,12.0,85.244,20.85
70006,351,S3,15.0,83.317,20.85
70007,351,S3,18.0,81.255,20.85
70008,351,S3,21.0,79.187,20.85
70009,351,S3,24.0,77.502,20.85
70010,351,S3,27.0,75.677,20.85
70011,351,S3,30.0,73.772,20.85
70012,351,S3,33.0,72.102,20.85
70013,351,S3,36.0,70.421,20.85
70014,351,S3,39.0,68.857,20.85
70015,351,S3,42.0,67.300,20.85
70016,351,S3,45.0,65.897,20.85
70017,351,S3,48.0,64.438,20.85
70018,351,S3,51.0,63.104,20.85
70019,351,S3,54.0,61.577,20.85
70020,351,S3,57.0,60.338,20.85
70021,351,S3,60.0,59.070,20.85
70022,351,S3,63.0,57.920,20.85
70023,351,S3,66.0,56.793,20.85
70024,351,S3,69.0,55.541,20.85
70025,351,S3,72.0,54.447,20.85
70026,351,S3,75.0,53.317,20.85
70027,351,S3,78.0,52.336,20.85
70028,351,S3,81.0,51.194,20.85
70029,351,S3,84.0,50.359,20.85
70030,351,S3,87.0,49.314,20.85
70031,351,S3,90.0,48.457,20.85
70032,351,S3,93.0,47.524,20.85
70033,351,S3,96.0,46.794,20.85
70034,351,S3,99.0,45.852,20.85
70035,351,S3,102.0,45.177,20.85
70036,351,S3,105.0,44.375,20.85
70037,351,S3,108.0,43.592,20.85
