measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
94982,475,S3,543.0,26.365,22.36
94983,475,S3,546.0,26.259,22.36
94984,475,S3,549.0,26.257,22.36
94985,475,S3,552.0,26.213,22.36
94986,475,S3,555.0,26.171,22.36
94987,475,S3,558.0,26.097,22.36
94988,475,S3,561.0,26.099,22.36
94989,475,S3,564.0,25.882,22.36
94990,475,S3,567.0,25.924,22.36
94991,475,S3,570.0,25.841,22.36
94992,475,S3,573.0,25.836,22.36
94993,475,S3,576.0,25.779,22.36
94994,475,S3,579.0,25.733,22.36
94995,475,S3,582.0,25.669,22.36
94996,475,S3,585.0,25.580,22.36
94997,475,S3,588.0,25.540,22.36
94998,475,S3,591.0,25.465,22.36
94999,475,S3,594.0,25.407,22.36
95000,475,S3,597.0,25.484,22.36
95001,476,S4,0.0,70.997,21.82
95002,476,S4,3.0,69.526,21.82
95003,476,S4,6.0,68.041,21.82
95004,476,S4,9.0,66.519,21.82
95005,476,S4,12.0,65.079,21.82
95006,476,S4,15.0,63.640,21.82
95007,476,S4,18.0,62.315,21.82
95008,476,S4,21.0,61.052,21.82
95009,476,S4,24.0,59.751,21.82
95010,476,S4,27.0,58.533,21.82
95011,476,S4,30.0,57.254,21.82
95012,476,S4,33.0,56.254,21.82
95013,476,S4,36.0,55.112,21.82
95014,476,S4,39.0,54.035,21.82
95015,476,S4,42.0,52.960,21.82
95016,476,S4,45.0,51.976,21.82
95017,476,S4,48.0,51.010,21.82
95018,476,S4,51.0,50.040,21.82
95019,476,S4,54.0,49.163,21.82
95020,476,S4,57.0,48.279,21.82
95021,476,S4,60.0,47.426,21.82
95022,476,S4,63.0,46.544,21.82
95023,476,S4,66.0,45.708,21.82
95024,476,S4,69.0,45.001,21.82
95025,476,S4,72.0,44.238,21.82
95026,476,S4,75.0,43.508,21.82
95027,476,S4,78.0,42.909,21.82
95028,476,S4,81.0,42.090,21.82
95029,476,S4,84.0,41.470,21.82
95030,476,S4,87.0,40.827,21.82
95031,476,S4,90.0,40.200,21.82
95032,476,S4,93.0,39.701,21.82
95033,476,S4,96.0,39.071,21.82
95034,476,S4,99.0,38.473,21.82
95035,476,S4,102.0,37.900,21.82
95036,476,S4,105.0,37.442,21.82
95037,476,S4,108.0,36.911,21.82
95038,476,S4,111.0,36.420,21.82
95039,476,S4,114.0,35.926,21.82
