measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
5000,25,S1,597.0,22.269,21.24
5001,26,S2,0.0,71.365,21.64
5002,26,S2,3.0,70.448,21.64
5003,26,S2,6.0,69.777,21.64
5004,26,S2,9.0,68.890,21.64
5005,26,S2,12.0,68.190,21.64
5006,26,S2,15.0,67.402,21.64
5007,26,S2,18.0,66.539,21.64
5008,26,S2,21.0,65.870,21.64
5009,26,S2,24.0,65.175,21.64
5010,26,S2,27.0,64.408,21.64
5011,26,S2,30.0,63.791,21.64
5012,26,S2,33.0,63.020,21.64
5013,26,S2,36.0,62.335,21.64
5014,26,S2,39.0,61.641,21.64
5015,26,S2,42.0,61.039,21.64
5016,26,S2,45.0,60.362,21.64
5017,26,S2,48.0,59.717,21.64
5018,26,S2,51.0,59.173,21.64
5019,26,S2,54.0,58.471,21.64
5020,26,S2,57.0,57.859,21.64
5021,26,S2,60.0,57.218,21.64
5022,26,S2,63.0,56.664,21.64
5023,26,S2,66.0,56.025,21.64
5024,26,S2,69.0,55.542,21.64
5025,26,S2,72.0,54.941,21.64
5026,26,S2,75.0,54.390,21.64
5027,26,S2,78.0,53.856,21.64
5028,26,S2,81.0,53.389,21.64
5029,26,S2,84.0,52.779,21.64
5030,26,S2,87.0,52.318,21.64
5031,26,S2,90.0,51.715,21.64
5032,26,S2,93.0,51.282,21.64
5033,26,S2,96.0,50.910,21.64
5034,26,S2,99.0,50.388,21.64
5035,26,S2,102.0,49.848,21.64
5036,26,S2,105.0,49.359,21.64
5037,26,S2,108.0,48.922,21.64
5038,26,S2,111.0,48.476,21.64
5039,26,S2,114.0,48.137,21.64
5040,26,S2,117.0,47.570,21.64
5041,26,S2,120.0,47.142,21.64
5042,26,S2,123.0,46.691,21.64
5043,26,S2,126.0,46.269,21.64
5044,26,S2,129.0,46.020,21.64
5045,26,S2,132.0,45.559,21.64
5046,26,S2,135.0,45.133,21.64
5047,26,S2,138.0,44.644,21.64
5048,26,S2,141.0,44.444,21.64
5049,26,S2,144.0,43.960,21.64
5050,26,S2,147.0,43.598,21.64
5051,26,S2,150.0,43.166,21.64
5052,26,S2,153.0,42.828,21.64
5053,26,S2,156.0,42.640,21.64
5054,26,S2,159.0,42.197,21.64
5055,26,S2,162.0,41.863,21.64
5056,26,S2,165.0,41.484,21.64
5057,26,S2,168.0,41.164,21.64
5058,26,S2,171.0,40.850,21.64
5059,26,S2,174.0,40.622,21.64
5060,26,S2,177.0,40.313,21.64
5061,26,S2,180.0,39.820,21.64
5062,26,S2,183.0,39.608,21.64
5063,26,S2,186.0,39.278,21.64
5064,26,S2,189.0,39.054,21.64
5065,26,S2,192.0,38.802,21.64
5066,26,S2,195.0,38.447,21.64
5067,26,S2,198.0,38.231,21.64
5068,26,S2,201.0,37.862,21.64
5069,26,S2,204.0,37.679,21.64
5070,26,S2,207.0,37.369,21.64
5071,26,S2,210.0,37.191,21.64
5072,26,S2,213.0,36.846,21.64
5073,26,S2,216.0,36.606,21.64
5074,26,S2,219.0,36.367,21.64
5075,26,S2,222.0,36.117,21.64
5076,26,S2,225.0,35.877,21.64
5077,26,S2,228.0,35.628,21.64
5078,26,S2,231.0,35.449,21.64
5079,26,S2,234.0,35.173,21.64
5080,26,S2,237.0,34.883,21.64
5081,26,S2,240.0,34.683,21.64
5082,26,S2,243.0,34.464,21.64
5083,26,S2,246.0,34.252,21.64
5084,26,S2,249.0,34.077,21.64
5085,26,S2,252.0,33.793,21.64
5086,26,S2,255.0,33.662,21.64
5087,26,S2,258.0,33.459,21.64
5088,26,S2,261.0,33.178,21.64
5089,26,S2,264.0,33.084,21.64
5090,26,S2,267.0,32.902,21.64
5091,26,S2,270.0,32.793,21.64
5092,26,S2,273.0,32.554,21.64
5093,26,S2,276.0,32.300,21.64
5094,26,S2,279.0,32.141,21.64
5095,26,S2,282.0,31.980,21.64
5096,26,S2,285.0,31.934,21.64
5097,26,S2,288.0,31.613,21.64
5098,26,S2,291.0,31.542,21.64
5099,26,S2,294.0,31.312,21.64
5100,26,S2,297.0,31.217,21.64
5101,26,S2,300.0,30.978,21.64
5102,26,S2,303.0,30.808,21.64
5103,26,S2,306.0,30.688,21.64
5104,26,S2,309.0,30.537,21.64
5105,26,S2,312.0,30.425,21.64
5106,26,S2,315.0,30.207,21.64
5107,26,S2,318.0,30.115,21.64
5108,26,S2,321.0,30.031,21.64
5109,26,S2,324.0,29.833,21.64
5110,26,S2,327.0,29.643,21.64
5111,26,S2,330.0,29.564,21.64
5112,26,S2,333.0,29.432,21.64
5113,26,S2,336.0,29.355,21.64
5114,26,S2,339.0,29.212,21.64
5115,26,S2,342.0,29.022,21.64
5116,26,S2,345.0,28.908,21.64
5117,26,S2,348.0,28.832,21.64
5118,26,S2,351.0,28.677,21.64
5119,26,S2,354.0,28.516,21.64
5120,26,S2,357.0,28.382,21.64
5121,26,S2,360.0,28.388,21.64
5122,26,S2,363.0,28.154,21.64
5123,26,S2,366.0,28.154,21.64
5124,26,S2,369.0,28.020,21.64
5125,26,S2,372.0,27.983,21.64
5126,26,S2,375.0,27.856,21.64
5127,26,S2,378.0,27.773,21.64
5128,26,S2,381.0,27.591,21.64
5129,26,S2,384.0,27.510,21.64
5130,26,S2,387.0,27.433,21.64
5131,26,S2,390.0,27.258,21.64
5132,26,S2,393.0,27.195,21.64
5133,26,S2,396.0,27.144,21.64
5134,26,S2,399.0,27.052,21.64
5135,26,S2,402.0,27.017,21.64
5136,26,S2,405.0,26.890,21.64
5137,26,S2,408.0,26.811,21.64
5138,26,S2,411.0,26.737,21.64
5139,26,S2,414.0,26.629,21.64
5140,26,S2,417.0,26.588,21.64
5141,26,S2,420.0,26.352,21.64
5142,26,S2,423.0,26.336,21.64
5143,26,S2,426.0,26.243,21.64
5144,26,S2,429.0,26.195,21.64
5145,26,S2,432.0,26.176,21.64
5146,26,S2,435.0,25.969,21.64
5147,26,S2,438.0,26.074,21.64
5148,26,S2,441.0,25.871,21.64
5149,26,S2,444.0,25.789,21.64
5150,26,S2,447.0,25.778,21.64
5151,26,S2,450.0,25.786,21.64
5152,26,S2,453.0,25.732,21.64
5153,26,S2,456.0,25.560,21.64
5154,26,S2,459.0,25.453,21.64
5155,26,S2,462.0,25.446,21.64
5156,26,S2,465.0,25.494,21.64
5157,26,S2,468.0,25.279,21.64
5158,26,S2,471.0,25.282,21.64
5159,26,S2,474.0,25.197,21.64
5160,26,S2,477.0,25.138,21.64
5161,26,S2,480.0,25.170,21.64
5162,26,S2,483.0,25.018,21.64
5163,26,S2,486.0,24.988,21.64
5164,26,S2,489.0,24.834,21.64
5165,26,S2,492.0,24.826,21.64
5166,26,S2,495.0,24.928,21.64
5167,26,S2,498.0,24.674,21.64
5168,26,S2,501.0,24.667,21.64
5169,26,S2,504.0,24.785,21.64
5170,26,S2,507.0,24.623,21.64
5171,26,S2,510.0,24.502,21.64
5172,26,S2,513.0,24.596,21.64
5173,26,S2,516.0,24.499,21.64
5174,26,S2,519.0,24.430,21.64
5175,26,S2,522.0,24.300,21.64
5176,26,S2,525.0,24.218,21.64
5177,26,S2,528.0,24.230,21.64
5178,26,S2,531.0,24.307,21.64
5179,26,S2,534.0,24.247,21.64
5180,26,S2,537.0,24.119,21.64
5181,26,S2,540.0,24.144,21.64
5182,26,S2,543.0,24.058,21.64
5183,26,S2,546.0,23.970,21.64
5184,26,S2,549.0,23.992,21.64
5185,26,S2,552.0,23.998,21.64
5186,26,S2,555.0,23.889,21.64
5187,26,S2,558.0,23.878,21.64
5188,26,S2,561.0,23.912,21.64
5189,26,S2,564.0,23.775,21.64
5190,26,S2,567.0,23.779,21.64
5191,26,S2,570.0,23.739,21.64
5192,26,S2,573.0,23.847,21.64
5193,26,S2,576.0,23.663,21.64
5194,26,S2,579.0,23.716,21.64
5195,26,S2,582.0,23.649,21.64
5196,26,S2,585.0,23.572,21.64
5197,26,S2,588.0,23.611,21.64
5198,26,S2,591.0,23.532,21.64
5199,26,S2,594.0,23.461,21.64
5200,26,S2,597.0,23.451,21.64
5201,27,S3,0.0,84.721,20.96
5202,27,S3,3.0,82.789,20.96
5203,27,S3,6.0,81.126,20.96
5204,27,S3,9.0,79.366,20.96
5205,27,S3,12.0,77.547,20.96
5206,27,S3,15.0,76.031,20.96
5207,27,S3,18.0,74.335,20.96
5208,27,S3,21.0,72.799,20.96
5209,27,S3,24.0,71.179,20.96
5210,27,S3,27.0,69.761,20.96
5211,27,S3,30.0,68.343,20.96
5212,27,S3,33.0,67.031,20.96
5213,27,S3,36.0,65.684,20.96
5214,27,S3,39.0,64.364,20.96
