measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
84984,425,S1,549.0,23.335,20.52
84985,425,S1,552.0,23.338,20.52
84986,425,S1,555.0,23.226,20.52
84987,425,S1,558.0,23.248,20.52
84988,425,S1,561.0,23.217,20.52
84989,425,S1,564.0,23.225,20.52
84990,425,S1,567.0,23.092,20.52
84991,425,S1,570.0,23.147,20.52
84992,425,S1,573.0,23.037,20.52
84993,425,S1,576.0,23.027,20.52
84994,425,S1,579.0,22.899,20.52
84995,425,S1,582.0,22.896,20.52
84996,425,S1,585.0,22.854,20.52
84997,425,S1,588.0,22.836,20.52
84998,425,S1,591.0,22.845,20.52
84999,425,S1,594.0,22.718,20.52
85000,425,S1,597.0,22.714,20.52
85001,426,S2,0.0,94.437,21.57
85002,426,S2,3.0,93.109,21.57
85003,426,S2,6.0,91.961,21.57
85004,426,S2,9.0,90.765,21.57
85005,426,S2,12.0,89.479,21.57
85006,426,S2,15.0,88.372,21.57
85007,426,S2,18.0,87.209,21.57
85008,426,S2,21.0,85.953,21.57
85009,426,S2,24.0,84.935,21.57
85010,426,S2,27.0,83.744,21.57
85011,426,S2,30.0,82.665,21.57
85012,426,S2,33.0,81.697,21.57
85013,426,S2,36.0,80.590,21.57
85014,426,S2,39.0,79.583,21.57
85015,426,S2,42.0,78.524,21.57
85016,426,S2,45.0,77.576,21.57
85017,426,S2,48.0,76.595,21.57
85018,426,S2,51.0,75.721,21.57
85019,426,S2,54.0,74.732,21.57
85020,426,S2,57.0,73.885,21.57
85021,426,S2,60.0,72.910,21.57
85022,426,S2,63.0,72.050,21.57
85023,426,S2,66.0,71.109,21.57
85024,426,S2,69.0,70.232,21.57
85025,426,S2,72.0,69.435,21.57
85026,426,S2,75.0,68.632,21.57
85027,426,S2,78.0,67.795,21.57
85028,426,S2,81.0,66.951,21.57
85029,426,S2,84.0,66.189,21.57
85030,426,S2,87.0,65.424,21.57
85031,426,S2,90.0,64.669,21.57
85032,426,S2,93.0,63.824,21.57
85033,426,S2,96.0,63.149,21.57
85034,426,S2,99.0,62.539,21.57
85035,426,S2,102.0,61.757,21.57
85036,426,S2,105.0,61.067,21.57
85037,426,S2,108.0,60.371,21.57
85038,426,S2,111.0,59.701,21.57
85039,426,S2,114.0,58.946,21.57
