measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
29995,150,S2,582.0,21.979,21.88
29996,150,S2,585.0,21.949,21.88
29997,150,S2,588.0,21.961,21.88
29998,150,S2,591.0,21.958,21.88
29999,150,S2,594.0,21.913,21.88
30000,150,S2,597.0,21.949,21.88
30001,151,S3,0.0,94.213,22.82
30002,151,S3,3.0,93.061,22.82
30003,151,S3,6.0,92.074,22.82
30004,151,S3,9.0,91.020,22.82
30005,151,S3,12.0,89.968,22.82
30006,151,S3,15.0,88.953,22.82
30007,151,S3,18.0,87.886,22.82
30008,151,S3,21.0,87.085,22.82
30009,151,S3,24.0,86.086,22.82
30010,151,S3,27.0,85.054,22.82
30011,151,S3,30.0,84.212,22.82
30012,151,S3,33.0,83.286,22.82
30013,151,S3,36.0,82.358,22.82
30014,151,S3,39.0,81.519,22.82
30015,151,S3,42.0,80.571,22.82
30016,151,S3,45.0,79.759,22.82
30017,151,S3,48.0,78.892,22.82
30018,151,S3,51.0,77.990,22.82
30019,151,S3,54.0,77.255,22.82
30020,151,S3,57.0,76.359,22.82
30021,151,S3,60.0,75.533,22.82
30022,151,S3,63.0,74.792,22.82
30023,151,S3,66.0,73.951,22.82
30024,151,S3,69.0,73.246,22.82
30025,151,S3,72.0,72.444,22.82
30026,151,S3,75.0,71.824,22.82
30027,151,S3,78.0,71.036,22.82
30028,151,S3,81.0,70.312,22.82
30029,151,S3,84.0,69.551,22.82
30030,151,S3,87.0,68.868,22.82
30031,151,S3,90.0,68.212,22.82
30032,151,S3,93.0,67.477,22.82
30033,151,S3,96.0,66.863,22.82
30034,151,S3,99.0,66.196,22.82
30035,151,S3,102.0,65.582,22.82
30036,151,S3,105.0,64.925,22.82
30037,151,S3,108.0,64.173,22.82
30038,151,S3,111.0,63.708,22.82
30039,151,S3,114.0,63.011,22.82
30040,151,S3,117.0,62.562,22.82
30041,151,S3,120.0,61.773,22.82
30042,151,S3,123.0,61.199,22.82
30043,151,S3,126.0,60.681,22.82
30044,151,S3,129.0,60.154,22.82
30045,151,S3,132.0,59.623,22.82
30046,151,S3,135.0,59.145,22.82
30047,151,S3,138.0,58.402,22.82
30048,151,S3,141.0,57.960,22.82
30049,151,S3,144.0,57.405,22.82
30050,151,S3,147.0,57.010,22.82
30051,151,S3,150.0,56.359,22.82
30052,151,S3,153.0,55.909,22.82
30053,151,S3,156.0,55.446,22.82
30054,151,S3,159.0,54.849,22.82
30055,151,S3,162.0,54.396,22.82
30056,151,S3,165.0,53.932,22.82
30057,151,S3,168.0,53.536,22.82
30058,151,S3,171.0,52.940,22.82
30059,151,S3,174.0,52.580,22.82
30060,151,S3,177.0,52.103,22.82
30061,151,S3,180.0,51.634,22.82
30062,151,S3,183.0,51.293,22.82
30063,151,S3,186.0,50.862,22.82
30064,151,S3,189.0,50.422,22.82
30065,151,S3,192.0,49.987,22.82
30066,151,S3,195.0,49.572,22.82
30067,151,S3,198.0,49.087,22.82
30068,151,S3,201.0,48.741,22.82
30069,151,S3,204.0,48.389,22.82
30070,151,S3,207.0,47.941,22.82
30071,151,S3,210.0,47.752,22.82
30072,151,S3,213.0,47.300,22.82
30073,151,S3,216.0,46.948,22.82
30074,151,S3,219.0,46.544,22.82
30075,151,S3,222.0,46.158,22.82
30076,151,S3,225.0,45.945,22.82
30077,151,S3,228.0,45.512,22.82
30078,151,S3,231.0,45.183,22.82
30079,151,S3,234.0,44.882,22.82
30080,151,S3,237.0,44.475,22.82
30081,151,S3,240.0,44.263,22.82
30082,151,S3,243.0,43.962,22.82
30083,151,S3,246.0,43.596,22.82
30084,151,S3,249.0,43.214,22.82
30085,151,S3,252.0,42.933,22.82
30086,151,S3,255.0,42.659,22.82
