measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
19997,100,S4,588.0,25.448,21.13
19998,100,S4,591.0,25.293,21.13
19999,100,S4,594.0,25.222,21.13
20000,100,S4,597.0,25.149,21.13
20001,101,S1,0.0,75.625,20.30
20002,101,S1,3.0,74.604,20.30
20003,101,S1,6.0,73.282,20.30
20004,101,S1,9.0,72.316,20.30
20005,101,S1,12.0,71.199,20.30
20006,101,S1,15.0,70.144,20.30
20007,101,S1,18.0,69.063,20.30
20008,101,S1,21.0,68.100,20.30
20009,101,S1,24.0,66.913,20.30
20010,101,S1,27.0,66.056,20.30
20011,101,S1,30.0,65.070,20.30
20012,101,S1,33.0,64.211,20.30
20013,101,S1,36.0,63.232,20.30
20014,101,S1,39.0,62.406,20.30
20015,101,S1,42.0,61.494,20.30
20016,101,S1,45.0,60.477,20.30
20017,101,S1,48.0,59.764,20.30
20018,101,S1,51.0,58.881,20.30
20019,101,S1,54.0,58.204,20.30
20020,101,S1,57.0,57.292,20.30
20021,101,S1,60.0,56.547,20.30
20022,101,S1,63.0,55.730,20.30
20023,101,S1,66.0,54.957,20.30
20024,101,S1,69.0,54.271,20.30
20025,101,S1,72.0,53.725,20.30
20026,101,S1,75.0,52.868,20.30
20027,101,S1,78.0,52.071,20.30
20028,101,S1,81.0,51.574,20.30
20029,101,S1,84.0,50.871,20.30
20030,101,S1,87.0,50.170,20.30
20031,101,S1,90.0,49.569,20.30
20032,101,S1,93.0,48.984,20.30
20033,101,S1,96.0,48.349,20.30
20034,101,S1,99.0,47.699,20.30
20035,101,S1,102.0,47.216,20.30
20036,101,S1,105.0,46.605,20.30
20037,101,S1,108.0,46.046,20.30
20038,101,S1,111.0,45.633,20.30
20039,101,S1,114.0,45.060,20.30
20040,101,S1,117.0,44.501,20.30
20041,101,S1,120.0,43.919,20.30
20042,101,S1,123.0,43.502,20.30
20043,101,S1,126.0,42.954,20.30
20044,101,S1,129.0,42.497,20.30
20045,101,S1,132.0,42.035,20.30
20046,101,S1,135.0,41.579,20.30
20047,101,S1,138.0,41.182,20.30
20048,101,S1,141.0,40.717,20.30
20049,101,S1,144.0,40.255,20.30
20050,101,S1,147.0,39.897,20.30
20051,101,S1,150.0,39.337,20.30
20052,101,S1,153.0,39.055,20.30
20053,101,S1,156.0,38.603,20.30
20054,101,S1,159.0,38.234,20.30
20055,101,S1,162.0,37.881,20.30
20056,101,S1,165.0,37.549,20.30
20057,101,S1,168.0,37.165,20.30
20058,101,S1,171.0,36.805,20.30
20059,101,S1,174.0,36.334,20.30
20060,101,S1,177.0,36.133,20.30
20061,101,S1,180.0,35.798,20.30
20062,101,S1,183.0,35.392,20.30
20063,101,S1,186.0,35.094,20.30
20064,101,S1,189.0,34.903,20.30
20065,101,S1,192.0,34.581,20.30
20066,101,S1,195.0,34.205,20.30
20067,101,S1,198.0,33.925,20.30
20068,101,S1,201.0,33.584,20.30
20069,101,S1,204.0,33.368,20.30
20070,101,S1,207.0,33.130,20.30
20071,101,S1,210.0,32.872,20.30
20072,101,S1,213.0,32.622,20.30
20073,101,S1,216.0,32.337,20.30
20074,101,S1,219.0,32.027,20.30
20075,101,S1,222.0,31.828,20.30
20076,101,S1,225.0,31.608,20.30
20077,101,S1,228.0,31.290,20.30
20078,101,S1,231.0,31.156,20.30
20079,101,S1,234.0,30.932,20.30
20080,101,S1,237.0,30.675,20.30
20081,101,S1,240.0,30.518,20.30
20082,101,S1,243.0,30.244,20.30
20083,101,S1,246.0,29.921,20.30
20084,101,S1,249.0,29.783,20.30
20085,101,S1,252.0,29.600,20.30
20086,101,S1,255.0,29.490,20.30
20087,101,S1,258.0,29.191,20.30
20088,101,S1,261.0,28.983,20.30
20089,101,S1,264.0,28.794,20.30
20090,101,S1,267.0,28.723,20.30
20091,101,S1,270.0,28.455,20.30
20092,101,S1,273.0,28.376,20.30
20093,101,S1,276.0,28.183,20.30
20094,101,S1,279.0,27.990,20.30
20095,101,S1,282.0,27.717,20.30
20096,101,S1,285.0,27.649,20.30
20097,101,S1,288.0,27.417,20.30
20098,101,S1,291.0,27.322,20.30
20099,101,S1,294.0,27.245,20.30
20100,101,S1,297.0,27.099,20.30
20101,101,S1,300.0,26.914,20.30
20102,101,S1,303.0,26.761,20.30
20103,101,S1,306.0,26.669,20.30
20104,101,S1,309.0,26.488,20.30
20105,101,S1,312.0,26.436,20.30
20106,101,S1,315.0,26.228,20.30
20107,101,S1,318.0,26.160,20.30
20108,101,S1,321.0,25.953,20.30
20109,101,S1,324.0,25.830,20.30
20110,101,S1,327.0,25.907,20.30
20111,101,S1,330.0,25.633,20.30
20112,101,S1,333.0,25.479,20.30
20113,101,S1,336.0,25.374,20.30
20114,101,S1,339.0,25.305,20.30
20115,101,S1,342.0,25.233,20.30
20116,101,S1,345.0,25.130,20.30
20117,101,S1,348.0,24.998,20.30
20118,101,S1,351.0,24.900,20.30
20119,101,S1,354.0,24.841,20.30
20120,101,S1,357.0,24.703,20.30
20121,101,S1,360.0,24.632,20.30
20122,101,S1,363.0,24.572,20.30
20123,101,S1,366.0,24.471,20.30
20124,101,S1,369.0,24.401,20.30
20125,101,S1,372.0,24.287,20.30
20126,101,S1,375.0,24.172,20.30
20127,101,S1,378.0,24.189,20.30
20128,101,S1,381.0,24.010,20.30
20129,101,S1,384.0,23.982,20.30
20130,101,S1,387.0,23.909,20.30
20131,101,S1,390.0,23.786,20.30
20132,101,S1,393.0,23.705,20.30
20133,101,S1,396.0,23.704,20.30
20134,101,S1,399.0,23.571,20.30
20135,101,S1,402.0,23.477,20.30
20136,101,S1,405.0,23.418,20.30
20137,101,S1,408.0,23.374,20.30
20138,101,S1,411.0,23.299,20.30
20139,101,S1,414.0,23.286,20.30
20140,101,S1,417.0,23.179,20.30
20141,101,S1,420.0,23.200,20.30
20142,101,S1,423.0,23.037,20.30
20143,101,S1,426.0,23.022,20.30
20144,101,S1,429.0,23.022,20.30
20145,101,S1,432.0,22.911,20.30
20146,101,S1,435.0,22.848,20.30
20147,101,S1,438.0,22.854,20.30
20148,101,S1,441.0,22.695,20.30
20149,101,S1,444.0,22.670,20.30
20150,101,S1,447.0,22.562,20.30
20151,101,S1,450.0,22.707,20.30
20152,101,S1,453.0,22.471,20.30
20153,101,S1,456.0,22.423,20.30
20154,101,S1,459.0,22.477,20.30
20155,101,S1,462.0,22.415,20.30
20156,101,S1,465.0,22.418,20.30
20157,101,S1,468.0,22.198,20.30
20158,101,S1,471.0,22.225,20.30
20159,101,S1,474.0,22.171,20.30
20160,101,S1,477.0,22.170,20.30
20161,101,S1,480.0,22.161,20.30
20162,101,S1,483.0,22.105,20.30
20163,101,S1,486.0,22.183,20.30
20164,101,S1,489.0,21.990,20.30
20165,101,S1,492.0,22.067,20.30
20166,101,S1,495.0,21.947,20.30
20167,101,S1,498.0,21.993,20.30
20168,101,S1,501.0,21.928,20.30
20169,101,S1,504.0,21.873,20.30
20170,101,S1,507.0,21.883,20.30
20171,101,S1,510.0,21.700,20.30
20172,101,S1,513.0,21.842,20.30
20173,101,S1,516.0,21.677,20.30
20174,101,S1,519.0,21.720,20.30
20175,101,S1,522.0,21.650,20.30
20176,101,S1,525.0,21.628,20.30
20177,101,S1,528.0,21.638,20.30
