measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
49991,250,S2,570.0,23.032,22.80
49992,250,S2,573.0,23.010,22.80
49993,250,S2,576.0,22.881,22.80
49994,250,S2,579.0,22.973,22.80
49995,250,S2,582.0,22.912,22.80
49996,250,S2,585.0,22.968,22.80
49997,250,S2,588.0,23.044,22.80
49998,250,S2,591.0,22.966,22.80
49999,250,S2,594.0,22.978,22.80
50000,250,S2,597.0,22.978,22.80
50001,251,S3,0.0,88.168,20.00
50002,251,S3,3.0,87.308,20.00
50003,251,S3,6.0,86.465,20.00
50004,251,S3,9.0,85.599,20.00
50005,251,S3,12.0,84.704,20.00
50006,251,S3,15.0,83.775,20.00
50007,251,S3,18.0,83.007,20.00
50008,251,S3,21.0,82.163,20.00
50009,251,S3,24.0,81.482,20.00
50010,251,S3,27.0,80.476,20.00
50011,251,S3,30.0,79.757,20.00
50012,251,S3,33.0,79.015,20.00
50013,251,S3,36.0,78.154,20.00
50014,251,S3,39.0,77.417,20.00
50015,251,S3,42.0,76.723,20.00
50016,251,S3,45.0,75.980,20.00
50017,251,S3,48.0,75.232,20.00
50018,251,S3,51.0,74.490,20.00
50019,251,S3,54.0,73.798,20.00
50020,251,S3,57.0,72.968,20.00
50021,251,S3,60.0,72.297,20.00
50022,251,S3,63.0,71.764,20.00
50023,251,S3,66.0,70.978,20.00
50024,251,S3,69.0,70.294,20.00
50025,251,S3,72.0,69.642,20.00
50026,251,S3,75.0,68.933,20.00
50027,251,S3,78.0,68.393,20.00
50028,251,S3,81.0,67.763,20.00
50029,251,S3,84.0,67.142,20.00
50030,251,S3,87.0,66.487,20.00
50031,251,S3,90.0,65.845,20.00
50032,251,S3,93.0,65.329,20.00
50033,251,S3,96.0,64.736,20.00
50034,251,S3,99.0,64.121,20.00
50035,251,S3,102.0,63.595,20.00
50036,251,S3,105.0,62.892,20.00
50037,251,S3,108.0,62.389,20.00
50038,251,S3,111.0,61.881,20.00
50039,251,S3,114.0,61.191,20.00
50040,251,S3,117.0,60.786,20.00
50041,251,S3,120.0,60.257,20.00
50042,251,S3,123.0,59.614,20.00
50043,251,S3,126.0,59.216,20.00
50044,251,S3,129.0,58.617,20.00
50045,251,S3,132.0,58.094,20.00
50046,251,S3,135.0,57.701,20.00
50047,251,S3,138.0,57.100,20.00
50048,251,S3,141.0,56.621,20.00
50049,251,S3,144.0,56.175,20.00
50050,251,S3,147.0,55.625,20.00
50051,251,S3,150.0,55.231,20.00
50052,251,S3,153.0,54.775,20.00
50053,251,S3,156.0,54.375,20.00
50054,251,S3,159.0,53.909,20.00
50055,251,S3,162.0,53.408,20.00
50056,251,S3,165.0,53.029,20.00
50057,251,S3,168.0,52.468,20.00
50058,251,S3,171.0,52.142,20.00
50059,251,S3,174.0,51.759,20.00
50060,251,S3,177.0,51.289,20.00
50061,251,S3,180.0,50.841,20.00
50062,251,S3,183.0,50.437,20.00
50063,251,S3,186.0,50.051,20.00
50064,251,S3,189.0,49.630,20.00
50065,251,S3,192.0,49.305,20.00
50066,251,S3,195.0,48.834,20.00
50067,251,S3,198.0,48.528,20.00
50068,251,S3,201.0,48.094,20.00
50069,251,S3,204.0,47.809,20.00
50070,251,S3,207.0,47.438,20.00
50071,251,S3,210.0,46.986,20.00
50072,251,S3,213.0,46.707,20.00
50073,251,S3,216.0,46.326,20.00
50074,251,S3,219.0,46.046,20.00
50075,251,S3,222.0,45.718,20.00
50076,251,S3,225.0,45.397,20.00
50077,251,S3,228.0,44.885,20.00
50078,251,S3,231.0,44.710,20.00
50079,251,S3,234.0,44.291,20.00
50080,251,S3,237.0,44.093,20.00
50081,251,S3,240.0,43.714,20.00
50082,251,S3,243.0,43.333,20.00
50083,251,S3,246.0,43.078,20.00
50084,251,S3,249.0,42.794,20.00
50085,251,S3,252.0,42.489,20.00
50086,251,S3,255.0,42.150,20.00
50087,251,S3,258.0,41.968,20.00
50088,251,S3,261.0,41.636,20.00
