measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
34994,175,S3,579.0,23.226,21.49
34995,175,S3,582.0,23.251,21.49
34996,175,S3,585.0,23.171,21.49
34997,175,S3,588.0,23.161,21.49
34998,175,S3,591.0,23.173,21.49
34999,175,S3,594.0,23.076,21.49
35000,175,S3,597.0,23.081,21.49
35001,176,S4,0.0,77.475,22.23
35002,176,S4,3.0,76.220,22.23
35003,176,S4,6.0,74.877,22.23
35004,176,S4,9.0,73.534,22.23
35005,176,S4,12.0,72.259,22.23
35006,176,S4,15.0,71.003,22.23
35007,176,S4,18.0,69.808,22.23
35008,176,S4,21.0,68.745,22.23
35009,176,S4,24.0,67.489,22.23
35010,176,S4,27.0,66.372,22.23
35011,176,S4,30.0,65.371,22.23
35012,176,S4,33.0,64.177,22.23
35013,176,S4,36.0,63.176,22.23
35014,176,S4,39.0,62.189,22.23
35015,176,S4,42.0,61.113,22.23
35016,176,S4,45.0,60.198,22.23
35017,176,S4,48.0,59.276,22.23
35018,176,S4,51.0,58.413,22.23
35019,176,S4,54.0,57.404,22.23
35020,176,S4,57.0,56.543,22.23
35021,176,S4,60.0,55.775,22.23
35022,176,S4,63.0,54.957,22.23
35023,176,S4,66.0,54.095,22.23
35024,176,S4,69.0,53.436,22.23
35025,176,S4,72.0,52.589,22.23
35026,176,S4,75.0,51.880,22.23
35027,176,S4,78.0,51.151,22.23
35028,176,S4,81.0,50.368,22.23
35029,176,S4,84.0,49.747,22.23
35030,176,S4,87.0,49.025,22.23
35031,176,S4,90.0,48.394,22.23
35032,176,S4,93.0,47.698,22.23
35033,176,S4,96.0,47.067,22.23
35034,176,S4,99.0,46.533,22.23
35035,176,S4,102.0,45.855,22.23
35036,176,S4,105.0,45.253,22.23
35037,176,S4,108.0,44.792,22.23
35038,176,S4,111.0,44.199,22.23
35039,176,S4,114.0,43.751,22.23
35040,176,S4,117.0,43.087,22.23
35041,176,S4,120.0,42.671,22.23
35042,176,S4,123.0,41.999,22.23
35043,176,S4,126.0,41.599,22.23
35044,176,S4,129.0,41.149,22.23
35045,176,S4,132.0,40.664,22.23
35046,176,S4,135.0,40.282,22.23
35047,176,S4,138.0,39.763,22.23
35048,176,S4,141.0,39.245,22.23
35049,176,S4,144.0,38.883,22.23
35050,176,S4,147.0,38.564,22.23
35051,176,S4,150.0,38.049,22.23
35052,176,S4,153.0,37.750,22.23
35053,176,S4,156.0,37.277,22.23
35054,176,S4,159.0,36.939,22.23
35055,176,S4,162.0,36.630,22.23
35056,176,S4,165.0,36.265,22.23
35057,176,S4,168.0,35.886,22.23
35058,176,S4,171.0,35.555,22.23
35059,176,S4,174.0,35.251,22.23
35060,176,S4,177.0,34.906,22.23
35061,176,S4,180.0,34.544,22.23
35062,176,S4,183.0,34.245,22.23
35063,176,S4,186.0,34.051,22.23
35064,176,S4,189.0,33.700,22.23
35065,176,S4,192.0,33.363,22.23
35066,176,S4,195.0,33.155,22.23
35067,176,S4,198.0,32.830,22.23
35068,176,S4,201.0,32.577,22.23
35069,176,S4,204.0,32.314,22.23
35070,176,S4,207.0,32.096,22.23
35071,176,S4,210.0,31.826,22.23
35072,176,S4,213.0,31.642,22.23
35073,176,S4,216.0,31.390,22.23
35074,176,S4,219.0,31.163,22.23
35075,176,S4,222.0,31.012,22.23
35076,176,S4,225.0,30.841,22.23
35077,176,S4,228.0,30.441,22.23
35078,176,S4,231.0,30.318,22.23
35079,176,S4,234.0,30.091,22.23
35080,176,S4,237.0,29.873,22.23
35081,176,S4,240.0,29.781,22.23
35082,176,S4,243.0,29.463,22.23
35083,176,S4,246.0,29.430,22.23
35084,176,S4,249.0,29.230,22.23
35085,176,S4,252.0,29.021,22.23
35086,176,S4,255.0,28.807,22.23
35087,176,S4,258.0,28.673,22.23
35088,176,S4,261.0,28.541,22.23
35089,176,S4,264.0,28.341,22.23
35090,176,S4,267.0,28.178,22.23
35091,176,S4,270.0,28.094,22.23
35092,176,S4,273.0,27.980,22.23
35093,176,S4,276.0,27.846,22.23
35094,176,S4,279.0,27.688,22.23
35095,176,S4,282.0,27.565,22.23
35096,176,S4,285.0,27.316,22.23
35097,176,S4,288.0,27.265,22.23
35098,176,S4,291.0,27.161,22.23
35099,176,S4,294.0,27.091,22.23
35100,176,S4,297.0,26.857,22.23
35101,176,S4,300.0,26.770,22.23
35102,176,S4,303.0,26.679,22.23
35103,176,S4,306.0,26.576,22.23
35104,176,S4,309.0,26.505,22.23
