measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
44992,225,S1,573.0,23.783,20.63
44993,225,S1,576.0,23.629,20.63
44994,225,S1,579.0,23.707,20.63
44995,225,S1,582.0,23.690,20.63
44996,225,S1,585.0,23.666,20.63
44997,225,S1,588.0,23.633,20.63
44998,225,S1,591.0,23.566,20.63
44999,225,S1,594.0,23.485,20.63
45000,225,S1,597.0,23.455,20.63
45001,226,S2,0.0,76.911,21.34
45002,226,S2,3.0,75.225,21.34
45003,226,S2,6.0,73.494,21.34
45004,226,S2,9.0,71.858,21.34
45005,226,S2,12.0,70.220,21.34
45006,226,S2,15.0,68.655,21.34
45007,226,S2,18.0,67.178,21.34
45008,226,S2,21.0,65.747,21.34
45009,226,S2,24.0,64.429,21.34
45010,226,S2,27.0,62.976,21.34
45011,226,S2,30.0,61.612,21.34
45012,226,S2,33.0,60.333,21.34
45013,226,S2,36.0,59.116,21.34
45014,226,S2,39.0,57.904,21.34
45015,226,S2,42.0,56.858,21.34
45016,226,S2,45.0,55.586,21.34
45017,226,S2,48.0,54.488,21.34
45018,226,S2,51.0,53.510,21.34
45019,226,S2,54.0,52.568,21.34
45020,226,S2,57.0,51.527,21.34
45021,226,S2,60.0,50.502,21.34
45022,226,S2,63.0,49.652,21.34
45023,226,S2,66.0,48.755,21.34
45024,226,S2,69.0,47.842,21.34
45025,226,S2,72.0,47.045,21.34
45026,226,S2,75.0,46.272,21.34
45027,226,S2,78.0,45.381,21.34
45028,226,S2,81.0,44.682,21.34
45029,226,S2,84.0,43.937,21.34
45030,226,S2,87.0,43.085,21.34
45031,226,S2,90.0,42.393,21.34
45032,226,S2,93.0,41.778,21.34
45033,226,S2,96.0,41.132,21.34
45034,226,S2,99.0,40.506,21.34
45035,226,S2,102.0,39.921,21.34
45036,226,S2,105.0,39.295,21.34
45037,226,S2,108.0,38.775,21.34
45038,226,S2,111.0,38.236,21.34
45039,226,S2,114.0,37.645,21.34
45040,226,S2,117.0,37.261,21.34
45041,226,S2,120.0,36.654,21.34
45042,226,S2,123.0,36.091,21.34
45043,226,S2,126.0,35.752,21.34
45044,226,S2,129.0,35.310,21.34
45045,226,S2,132.0,34.744,21.34
45046,226,S2,135.0,34.430,21.34
45047,226,S2,138.0,33.983,21.34
45048,226,S2,141.0,33.598,21.34
45049,226,S2,144.0,33.185,21.34
45050,226,S2,147.0,32.779,21.34
45051,226,S2,150.0,32.457,21.34
45052,226,S2,153.0,32.122,21.34
45053,226,S2,156.0,31.715,21.34
45054,226,S2,159.0,31.489,21.34
45055,226,S2,162.0,31.058,21.34
45056,226,S2,165.0,30.759,21.34
45057,226,S2,168.0,30.371,21.34
45058,226,S2,171.0,30.165,21.34
45059,226,S2,174.0,29.959,21.34
45060,226,S2,177.0,29.574,21.34
45061,226,S2,180.0,29.287,21.34
45062,226,S2,183.0,29.136,21.34
45063,226,S2,186.0,28.883,21.34
45064,226,S2,189.0,28.678,21.34
45065,226,S2,192.0,28.422,21.34
45066,226,S2,195.0,28.154,21.34
45067,226,S2,198.0,27.901,21.34
45068,226,S2,201.0,27.765,21.34
45069,226,S2,204.0,27.586,21.34
45070,226,S2,207.0,27.330,21.34
45071,226,S2,210.0,27.253,21.34
45072,226,S2,213.0,26.976,21.34
45073,226,S2,216.0,26.747,21.34
45074,226,S2,219.0,26.639,21.34
45075,226,S2,222.0,26.454,21.34
45076,226,S2,225.0,26.324,21.34
45077,226,S2,228.0,26.121,21.34
45078,226,S2,231.0,25.953,21.34
45079,226,S2,234.0,25.818,21.34
45080,226,S2,237.0,25.720,21.34
45081,226,S2,240.0,25.494,21.34
45082,226,S2,243.0,25.377,21.34
45083,226,S2,246.0,25.285,21.34
45084,226,S2,249.0,25.223,21.34
45085,226,S2,252.0,24.947,21.34
45086,226,S2,255.0,25.012,21.34
45087,226,S2,258.0,24.812,21.34
45088,226,S2,261.0,24.688,21.34
45089,226,S2,264.0,24.658,21.34
45090,226,S2,267.0,24.570,21.34
45091,226,S2,270.0,24.394,21.34
45092,226,S2,273.0,24.367,21.34
45093,226,S2,276.0,24.263,21.34
45094,226,S2,279.0,24.226,21.34
45095,226,S2,282.0,24.065,21.34
45096,226,S2,285.0,23.876,21.34
45097,226,S2,288.0,23.873,21.34
45098,226,S2,291.0,23.890,21.34
45099,226,S2,294.0,23.728,21.34
45100,226,S2,297.0,23.565,21.34
45101,226,S2,300.0,23.558,21.34
45102,226,S2,303.0,23.538,21.34
45103,226,S2,306.0,23.395,21.34
45104,226,S2,309.0,23.288,21.34
45105,226,S2,312.0,23.194,21.34
45106,226,S2,315.0,23.138,21.34
45107,226,S2,318.0,23.107,21.34
45108,226,S2,321.0,23.075,21.34
45109,226,S2,324.0,23.020,21.34
45110,226,S2,327.0,22.990,21.34
45111,226,S2,330.0,22.925,21.34
45112,226,S2,333.0,22.829,21.34
45113,226,S2,336.0,22.854,21.34
45114,226,S2,339.0,22.780,21.34
45115,226,S2,342.0,22.818,21.34
45116,226,S2,345.0,22.679,21.34
45117,226,S2,348.0,22.682,21.34
45118,226,S2,351.0,22.559,21.34
45119,226,S2,354.0,22.429,21.34
45120,226,S2,357.0,22.502,21.34
45121,226,S2,360.0,22.540,21.34
45122,226,S2,363.0,22.515,21.34
45123,226,S2,366.0,22.444,21.34
45124,226,S2,369.0,22.430,21.34
45125,226,S2,372.0,22.301,21.34
45126,226,S2,375.0,22.386,21.34
45127,226,S2,378.0,22.323,21.34
45128,226,S2,381.0,22.154,21.34
45129,226,S2,384.0,22.233,21.34
45130,226,S2,387.0,22.167,21.34
45131,226,S2,390.0,22.179,21.34
45132,226,S2,393.0,22.109,21.34
45133,226,S2,396.0,22.188,21.34
45134,226,S2,399.0,22.150,21.34
45135,226,S2,402.0,22.159,21.34
45136,226,S2,405.0,22.098,21.34
45137,226,S2,408.0,22.003,21.34
45138,226,S2,411.0,21.916,21.34
45139,226,S2,414.0,21.904,21.34
45140,226,S2,417.0,21.950,21.34
45141,226,S2,420.0,21.958,21.34
45142,226,S2,423.0,21.944,21.34
45143,226,S2,426.0,21.849,21.34
45144,226,S2,429.0,21.870,21.34
45145,226,S2,432.0,21.917,21.34
45146,226,S2,435.0,21.842,21.34
45147,226,S2,438.0,21.884,21.34
45148,226,S2,441.0,21.822,21.34
45149,226,S2,444.0,21.815,21.34
45150,226,S2,447.0,21.763,21.34
45151,226,S2,450.0,21.750,21.34
45152,226,S2,453.0,21.714,21.34
45153,226,S2,456.0,21.767,21.34
45154,226,S2,459.0,21.675,21.34
45155,226,S2,462.0,21.688,21.34
45156,226,S2,465.0,21.642,21.34
45157,226,S2,468.0,21.766,21.34
45158,226,S2,471.0,21.629,21.34
45159,226,S2,474.0,21.595,21.34
45160,226,S2,477.0,21.741,21.34
45161,226,S2,480.0,21.570,21.34
45162,226,S2,483.0,21.688,21.34
45163,226,S2,486.0,21.538,21.34
45164,226,S2,489.0,21.706,21.34
45165,226,S2,492.0,21.572,21.34
45166,226,S2,495.0,21.615,21.34
45167,226,S2,498.0,21.655,21.34
45168,226,S2,501.0,21.587,21.34
45169,226,S2,504.0,21.632,21.34
45170,226,S2,507.0,21.588,21.34
45171,226,S2,510.0,21.649,21.34
45172,226,S2,513.0,21.537,21.34
45173,226,S2,516.0,21.686,21.34
45174,226,S2,519.0,21.517,21.34
45175,226,S2,522.0,21.551,21.34
45176,226,S2,525.0,21.564,21.34
45177,226,S2,528.0,21.486,21.34
45178,226,S2,531.0,21.617,21.34
45179,226,S2,534.0,21.493,21.34
45180,226,S2,537.0,21.479,21.34
45181,226,S2,540.0,21.492,21.34
45182,226,S2,543.0,21.678,21.34
45183,226,S2,546.0,21.403,21.34
45184,226,S2,549.0,21.425,21.34
45185,226,S2,552.0,21.419,21.34
45186,226,S2,555.0,21.343,21.34
45187,226,S2,558.0,21.349,21.34
45188,226,S2,561.0,21.523,21.34
45189,226,S2,564.0,21.579,21.34
45190,226,S2,567.0,21.495,21.34
45191,226,S2,570.0,21.439,21.34
45192,226,S2,573.0,21.399,21.34
45193,226,S2,576.0,21.432,21.34
45194,226,S2,579.0,21.615,21.34
45195,226,S2,582.0,21.475,21.34
45196,226,S2,585.0,21.442,21.34
45197,226,S2,588.0,21.451,21.34
45198,226,S2,591.0,21.432,21.34
45199,226,S2,594.0,21.343,21.34
45200,226,S2,597.0,21.458,21.34
45201,227,S3,0.0,79.968,22.78
45202,227,S3,3.0,79.161,22.78
45203,227,S3,6.0,78.356,22.78
45204,227,S3,9.0,77.667,22.78
45205,227,S3,12.0,76.881,22.78
45206,227,S3,15.0,76.178,22.78
45207,227,S3,18.0,75.449,22.78
45208,227,S3,21.0,74.811,22.78
45209,227,S3,24.0,74.074,22.78
45210,227,S3,27.0,73.381,22.78
45211,227,S3,30.0,72.668,22.78
45212,227,S3,33.0,72.093,22.78
45213,227,S3,36.0,71.351,22.78
45214,227,S3,39.0,70.687,22.78
45215,227,S3,42.0,70.089,22.78
45216,227,S3,45.0,69.391,22.78
45217,227,S3,48.0,68.690,22.78
45218,227,S3,51.0,68.249,22.78
45219,227,S3,54.0,67.554,22.78
45220,227,S3,57.0,66.986,22.78
45221,227,S3,60.0,66.329,22.78
45222,227,S3,63.0,65.802,22.78
45223,227,S3,66.0,65.240,22.78
45224,227,S3,69.0,64.604,22.78
45225,227,S3,72.0,64.086,22.78
45226,227,S3,75.0,63.466,22.78
45227,227,S3,78.0,62.937,22.78
45228,227,S3,81.0,62.317,22.78
45229,227,S3,84.0,61.874,22.78
45230,227,S3,87.0,61.347,22.78
45231,227,S3,90.0,60.833,22.78
45232,227,S3,93.0,60.332,22.78
45233,227,S3,96.0,59.839,22.78
45234,227,S3,99.0,59.342,22.78
45235,227,S3,102.0,58.712,22.78
45236,227,S3,105.0,58.240,22.78
45237,227,S3,108.0,57.787,22.78
45238,227,S3,111.0,57.402,22.78
45239,227,S3,114.0,56.872,22.78
45240,227,S3,117.0,56.403,22.78
45241,227,S3,120.0,55.965,22.78
45242,227,S3,123.0,55.589,22.78
45243,227,S3,126.0,55.113,22.78
45244,227,S3,129.0,54.557,22.78
45245,227,S3,132.0,54.263,22.78
45246,227,S3,135.0,53.840,22.78
45247,227,S3,138.0,53.401,22.78
45248,227,S3,141.0,53.111,22.78
45249,227,S3,144.0,52.510,22.78
45250,227,S3,147.0,52.227,22.78
45251,227,S3,150.0,51.789,22.78
45252,227,S3,153.0,51.384,22.78
45253,227,S3,156.0,51.048,22.78
45254,227,S3,159.0,50.611,22.78
45255,227,S3,162.0,50.303,22.78
45256,227,S3,165.0,49.833,22.78
45257,227,S3,168.0,49.574,22.78
45258,227,S3,171.0,49.196,22.78
45259,227,S3,174.0,48.721,22.78
45260,227,S3,177.0,48.517,22.78
45261,227,S3,180.0,48.138,22.78
45262,227,S3,183.0,47.825,22.78
45263,227,S3,186.0,47.528,22.78
45264,227,S3,189.0,47.116,22.78
45265,227,S3,192.0,46.717,22.78
45266,227,S3,195.0,46.496,22.78
45267,227,S3,198.0,46.040,22.78
45268,227,S3,201.0,45.879,22.78
45269,227,S3,204.0,45.424,22.78
45270,227,S3,207.0,45.260,22.78
45271,227,S3,210.0,44.809,22.78
45272,227,S3,213.0,44.590,22.78
45273,227,S3,216.0,44.298,22.78
45274,227,S3,219.0,44.177,22.78
45275,227,S3,222.0,43.779,22.78
45276,227,S3,225.0,43.419,22.78
45277,227,S3,228.0,43.105,22.78
45278,227,S3,231.0,42.916,22.78
45279,227,S3,234.0,42.646,22.78
45280,227,S3,237.0,42.295,22.78
45281,227,S3,240.0,42.127,22.78
45282,227,S3,243.0,41.809,22.78
45283,227,S3,246.0,41.636,22.78
45284,227,S3,249.0,41.422,22.78
45285,227,S3,252.0,41.078,22.78
45286,227,S3,255.0,40.985,22.78
45287,227,S3,258.0,40.624,22.78
45288,227,S3,261.0,40.369,22.78
45289,227,S3,264.0,40.122,22.78
45290,227,S3,267.0,39.882,22.78
45291,227,S3,270.0,39.746,22.78
