measurement_id,run_id,sensor_id,t_seconds,temperature_c,ambient_c
89983,450,S2,546.0,24.521,21.95
89984,450,S2,549.0,24.505,21.95
89985,450,S2,552.0,24.450,21.95
89986,450,S2,555.0,24.308,21.95
89987,450,S2,558.0,24.428,21.95
89988,450,S2,561.0,24.302,21.95
89989,450,S2,564.0,24.339,21.95
89990,450,S2,567.0,24.166,21.95
89991,450,S2,570.0,24.242,21.95
89992,450,S2,573.0,24.138,21.95
89993,450,S2,576.0,24.120,21.95
89994,450,S2,579.0,24.154,21.95
89995,450,S2,582.0,24.103,21.95
89996,450,S2,585.0,24.016,21.95
89997,450,S2,588.0,24.072,21.95
89998,450,S2,591.0,23.932,21.95
89999,450,S2,594.0,23.949,21.95
90000,450,S2,597.0,23.813,21.95
90001,451,S3,0.0,74.998,22.74
90002,451,S3,3.0,73.404,22.74
90003,451,S3,6.0,71.823,22.74
90004,451,S3,9.0,70.453,22.74
90005,451,S3,12.0,68.919,22.74
90006,451,S3,15.0,67.473,22.74
90007,451,S3,18.0,66.156,22.74
90008,451,S3,21.0,64.700,22.74
90009,451,S3,24.0,63.531,22.74
90010,451,S3,27.0,62.309,22.74
90011,451,S3,30.0,61.106,22.74
90012,451,S3,33.0,59.937,22.74
90013,451,S3,36.0,58.846,22.74
90014,451,S3,39.0,57.716,22.74
90015,451,S3,42.0,56.619,22.74
90016,451,S3,45.0,55.518,22.74
90017,451,S3,48.0,54.664,22.74
90018,451,S3,51.0,53.618,22.74
90019,451,S3,54.0,52.727,22.74
90020,451,S3,57.0,51.805,22.74
90021,451,S3,60.0,50.818,22.74
90022,451,S3,63.0,50.018,22.74
90023,451,S3,66.0,49.166,22.74
90024,451,S3,69.0,48.296,22.74
90025,451,S3,72.0,47.558,22.74
90026,451,S3,75.0,46.775,22.74
90027,451,S3,78.0,46.083,22.74
90028,451,S3,81.0,45.450,22.74
90029,451,S3,84.0,44.653,22.74
90030,451,S3,87.0,44.028,22.74
90031,451,S3,90.0,43.402,22.74
90032,451,S3,93.0,42.680,22.74
90033,451,S3,96.0,42.144,22.74
90034,451,S3,99.0,41.513,22.74
90035,451,S3,102.0,40.940,22.74
90036,451,S3,105.0,40.478,22.74
90037,451,S3,108.0,39.830,22.74
90038,451,S3,111.0,39.282,22.74
90039,451,S3,114.0,38.856,22.74
90040,451,S3,117.0,38.428,22.74
90041,451,S3,120.0,37.939,22.74
90042,451,S3,123.0,37.400,22.74
90043,451,S3,126.0,36.961,22.74
90044,451,S3,129.0,36.500,22.74
90045,451,S3,132.0,36.044,22.74
90046,451,S3,135.0,35.608,22.74
90047,451,S3,138.0,35.261,22.74
90048,451,S3,141.0,35.060,22.74
90049,451,S3,144.0,34.542,22.74
90050,451,S3,147.0,34.179,22.74
90051,451,S3,150.0,33.829,22.74
90052,451,S3,153.0,33.533,22.74
90053,451,S3,156.0,33.134,22.74
90054,451,S3,159.0,32.825,22.74
90055,451,S3,162.0,32.488,22.74
90056,451,S3,165.0,32.216,22.74
90057,451,S3,168.0,31.944,22.74
90058,451,S3,171.0,31.619,22.74
90059,451,S3,174.0,31.417,22.74
90060,451,S3,177.0,31.172,22.74
90061,451,S3,180.0,30.861,22.74
90062,451,S3,183.0,30.626,22.74
90063,451,S3,186.0,30.442,22.74
90064,451,S3,189.0,30.210,22.74
90065,451,S3,192.0,29.906,22.74
90066,451,S3,195.0,29.724,22.74
90067,451,S3,198.0,29.485,22.74
90068,451,S3,201.0,29.275,22.74
90069,451,S3,204.0,29.058,22.74
90070,451,S3,207.0,29.003,22.74
90071,451,S3,210.0,28.652,22.74
90072,451,S3,213.0,28.571,22.74
90073,451,S3,216.0,28.404,22.74
90074,451,S3,219.0,28.188,22.74
90075,451,S3,222.0,27.906,22.74
90076,451,S3,225.0,27.879,22.74
